track,tags,length
66153,"1,21,205,210",94
2660,"23,26,207,228",41
36207,"0,1,12,66,82,87",58
64526,"1,5,54",31
5204,"1,92,218",92
36544,"3,19,28,186",44
31918,"1,17,21,83",54
5368,"1,25,45,219",69
64065,"1,2,11,13,24,101,144",87
22065,"0,16,30,65",60
31635,"6,39,117",47
20444,"6,23,134,169",42
61035,"0,51,69,125",57
51555,"0,1,5,12,102,220",58
31728,"0,31,40,56,69,88",77
35874,"0,2,4,27",48
58550,"1,25,44,64,123,161",87
33167,"1,2,3,19,232",40
50249,"1,164",51
14413,"0,3,135",54
69677,"0,60",55
14840,"1,119,180,243",58
19985,"0,1,10,13,57,87,217",43
12277,"0,31,90,142",55
57822,"5,58,75,202",45
39823,"2,6,8,9,47",18
7403,"1,2,9,36,41,85",57
44590,"1,21,248",49
65843,"0,20,56",22
71604,"2,26,41",62
68080,"1,72,229",78
23120,"1,13,45,203,250",54
40316,"1,11,12,21,29,110,131",78
36454,"0,156",46
13768,"5,6,118",44
51298,"1,12,21,48,50",58
7789,"1,11,12,50",68
29200,"1,43,121,137",40
29334,"0,38,253",34
40970,"1,25,161",77
65247,"35,112,244",67
37468,"0,4,7,48",80
28489,"0,20,111,235",13
46233,"0,1,29,37,62,78,92,99,138,219",64
6298,"5,23,208",53
60368,"0,28,85,168,186",46
45600,"0,3,19,22,34,59",48
20629,"2,5,75",35
8212,"1,192,220",17
72947,"1,35,50,62,64,143",53
1442,"3,19",45
16514,"1,21,131,144",93
61430,"0,107,120",59
6939,"5,133,197",11
32841,"0,16,31,40,69,255",53
74541,"1,53",89
1985,"0,226",50
62744,"0,2,46,69,114",48
48254,"1,37,96,192",75
9064,"1,245",61
55350,"5,197",47
15739,"1,12,15,50,178",71
14456,"1,37,245",72
38018,"0,14,22,181",46
58581,"3,19,34",55
53143,"3,124",60
10549,"0,114,166",50
44316,"1,43,72,137",36
54412,"2,5,9,27,55",27
24609,"5,102,133",40
22045,"1,13",51
74900,"0,2,4,27",44
50777,"0,16,128,163",40
16699,"0,7,60",27
13873,"0,9,45,64,74,83",40
50535,"0,7,22,135",53
24419,"0,7,57,90",46
36781,"0,1,2,27,54,86",51
13848,"2,3,200",26
46410,"1,2,3,6,9,17,43,81,243",74
6936,"0,28,46,114",46
73176,"0,4,7,60",78
16012,"0,16,69,125",64
53019,"1,17,21,44,123",61
35853,"1,13,25,45",45
8667,"1,12,25,167",86
32567,"1,15,25,44",25
59463,"0,20,33",47
53806,"1,11,21,165,205",89
45394,"1,74",55
27805,"3,6,23,81,134,151,177",102
35963,"1,6,9,25,81,93,123,161,167",57
25312,"5,9,32,104",82
46500,"6,145,215",135
31298,"1,11,82,108,150",33
35347,"6,9,23,32,39,47",21
3969,"35,64,112,146",72
32062,"0,114",31
46892,"6,39,103",115
6569,"0,1,2,12,159",44
19935,"6,39,145,241",64
14461,"6,145,158",87
49497,"0,77,90,140",25
27166,"0,2,3,8,28,40,59,147",47
36346,"6,24,117,158",72
1678,"1,9,23,45,47,167,204",81
55047,"5,9,68,141",66
20199,"1,6,9,178",13
24529,"0,5,12,60,94,100,102",43
12872,"1,11,72",51
72797,"3,6,232,236",55
53060,"0,56,88,149",104
60194,"1,12,17,21,25,44,45,50,54,66,86,109,144,210,237",49
51500,"1,174,192",87
30034,"1,12,50,192",82
20457,"2,35,191",53
6481,"1,98,192",22
2188,"1,50,192",47
76397,"1,29,131",64
75906,"0,7,132,159",53
70651,"2,3",66
6164,"1,12,35,143,164",76
52976,"1,5,9,15,45,96",69
64661,"43,137",74
44799,"1,25,44,237",86
39790,"0,2,30,115",57
36856,"2,24,36,61",30
43711,"1,5,50,58,164",38
9990,"0,1,11,13,15,52,74,95,121,159,202",51
38749,"1,98,192",69
69129,"1,87,242",39
47885,"1,13,92,119",60
64035,"9,23,202,207",34
19859,"0,10,91",44
10987,"0,16,57",47
39078,"3,200",42
46288,"0,31,56,88,140,153",109
45499,"0,14,29,107",61
52063,"43,225",117
41744,"2,24,61",59
6725,"1,15,92,113",33
10264,"0,2,6,9,26,36,38",74
42331,"0,235",15
42276,"1,11,15,17,50,54",48
23072,"0,105",74
59762,"0,2,6,46,101",48
12270,"0,4,30,84",53
45511,"1,2,13,17,29,66",75
12780,"0,48",46
13454,"0,16",58
23244,"3,28,251",19
44816,"0,1,2,7,27,82",61
16509,"2,24,41",49
15241,"0,30,69",56
33542,"3,6,39,200",21
6218,"0,139",41
52977,"23,204",43
58068,"6,122,177,232",32
73510,"0,49,105",54
20126,"2,61",36
1585,"6,9,39,81,117,202",190
21739,"1,17,48",91
66632,"0,4,84",64
50562,"1,5,6,9,32,63,96,118",37
2341,"5,35,58,102,143,227,230,244",39
67055,"3,5,9,45,47,198",43
40536,"1,109",72
11212,"1,5,15,96,118,133,138",31
67452,"5,58,80",52
11287,"1,13,17",55
43623,"1,44",73
33635,"1,37,62,64",68
38565,"0,3,34,130",35
55364,"3,6,9,101,177",38
54991,"1,25",113
48368,"2,6,24,122,162",39
52136,"1,50,54,62,96",49
57136,"23,35,112,143,208",44
63851,"1,6,11,110,201",57
26665,"0,4",84
23764,"1,11,76,98,229",73
48190,"3,6,19,23,214,236",40
9519,"1,12,17,64,219",81
23262,"0,10,35,73",45
2862,"1,2,15,25,123",83
72368,"1,9,15,144",47
42950,"0,31,159,255",95
11109,"1,6,11,25,123",77
54000,"0,14",79
10867,"1,71,109",72
33615,"0,88",57
32474,"1,159",93
38732,"0,4,59",34
37026,"1,2,27,28,168",48
1909,"0,153",61
40060,"0,16,69",73
52996,"1,37,62,138",55
36536,"1,53,210",87
18668,"3,19",56
182,"0,12,60,95",86
63205,"0,43,52,121",74
66177,"0,20,33",96
52188,"1,12,97,108,220",97
70210,"0,10,57",28
14744,"28,168,182",38
73553,"1,17,21,99,220",78
60638,"9,141",75
41125,"1,15,43,183",58
17806,"0,31,57,255",35
5219,"0,2,48,115",54
38054,"0,12,30,31",60
5359,"0,7,90",48
72035,"5,68,118,227",53
25477,"0,6,116,175",66
32713,"1,50,74",51
20187,"1,12,96,206",50
12315,"1,12,96,206",53
30994,"3,200",27
8730,"1,5,15,209",32
57742,"5,58",52
40821,"0,22,30,148",28
59707,"0,1,2,12,22,24",40
22473,"2,24",46
38643,"1,12,17,219",107
57613,"0,2,8,27",53
62895,"1,15,17,21,25,50,54,70,78,138,178,205,206",34
47363,"2,36",49
36990,"0,8,31,57,253",77
26358,"1,15,25,83,249",16
66082,"1,11,25,237",51
40291,"5,68,127,157",38
76055,"0,12,84,132",59
13194,"1,2,5,104,172",44
2512,"0,48,60",54
28792,"3,28,251",40
3979,"3,200",40
67855,"5,63,118",60
60711,"9,141",38
16661,"1,29,66",57
19217,"5,58,185",41
19501,"3,28,186",63
63801,"1,12,44,54,96",67
71290,"1,54,78,199",73
49728,"1,3,131,202",69
61584,"1,15,26,76,154",54
5170,"1,37",69
292,"1,13,203",60
60516,"1,5,15,17,50,74,138",72
57221,"0,60,84,132",64
51246,"0,1,12,97",13
16805,"1,11,12,62,161,172,249",65
60085,"1,150",73
16864,"1,2,13,82,203",76
63921,"0,18,97",65
3709,"1,15,62,74,242",47
39533,"1,11,43,137,195",45
18194,"0,7,10,100",43
55815,"1,2,13,203,250",63
44609,"0,1,3,6,9,23,62,232",52
70838,"0,2,6,9,23,32,47,85,202,213",24
75156,"0,90",46
9572,"0,1,60,77",65
73681,"0,1,2,7,9,13,27,161",20
31900,"0,3,7,19,34,38",65
57579,"5,68,118,133",24
25938,"0,6,12,39,95,201",55
19467,"0,2,7",35
75013,"6,175,201",19
39781,"1,12,50,98",131
66403,"0,2,7,12,84",13
36950,"1,2,13,27",59
33609,"0,10,156",56
73167,"0,67",37
37220,"1,98",67
66684,"0,46,57,115,128,253",44
26589,"1,12,43,98,121",39
72953,"0,22,64,244",59
64325,"0,14,79",13
41146,"43,137",55
20793,"1,25,62,99,219",47
16062,"1,25,157",49
75355,"1,25,157",62
33322,"0,3,19,122",48
17966,"1,29,66",50
58843,"6,12,39,81,151,170",120
7674,"3,19",40
4927,"0,2,4,38",53
46718,"0,2,28,57",39
73139,"0,10,91,156",34
45784,"1,9,23,47,99,167,243",43
26877,"0,49",50
49794,"1,3,11,19,43,72,252",60
67230,"1,50,96,157",68
75045,"0,1,2,3,11,194",19
13433,"0,166",37
22642,"0,14,49,156",62
37287,"0,4,10,84",50
66650,"5,58",42
64613,"43,121,137",44
14065,"5,227",54
64821,"3,6,12,43,170",99
60484,"2,43,240",74
11600,"9,155",52
5978,"0,30,31,149,255",37
18006,"1,144",49
74045,"1,2,9,13,15,17,82,150,161,231",70
53104,"2,43,121,183",81
62408,"3,23,124,234",102
19739,"1,2,25,45,86",67
49230,"6,215",228
70245,"1,210",97
7622,"1,21,83,144",98
70693,"28,182,247",86
36637,"28,251",66
72638,"3,28,35,146,168,186",53
59659,"1,6,74,103,117,180",56
70463,"6,24",31
65855,"1,11,44,165",92
73413,"1,11,44,165",83
38885,"2,23,27,208",40
76266,"1,11,50,54,138",58
55915,"0,1,2,7,9,27,135,154",61
72051,"3,19",135
11345,"5,68",42
52920,"6,117",102
73539,"2,24,43",47
24531,"0,10,18",34
9030,"6,117,158",49
4590,"1,29,50,87",56
55181,"0,4,49,65,94,105",46
71571,"5,23,89,230",47
50939,"0,5,94,197",40
21624,"0,125",46
6195,"0,3,19,38,95",48
58197,"0,12,16,132",58
69128,"0,3,38",50
2501,"1,210",107
10406,"5,6,9,32,141,198",63
44953,"1,15,70,72",48
53953,"0,20,56",147
52835,"0,1,11,50,54,77,138",21
15232,"1,15,29,62",34
53597,"1,12,21,50,54",51
58802,"0,2,8,26,59",65
64266,"1,171,223",53
4121,"3,19,200",51
25547,"1,2,36,86",50
22620,"1,25,249",46
27844,"9,47,231",42
21307,"0,18,100",40
8056,"1,21,178",95
13047,"1,71,205",101
40108,"0,8,73",74
66693,"0,91",48
70142,"3,19,106",99
21756,"0,3,23,169,173,177,207,214,228,234",43
16429,"1,3,19",51
34457,"6,23,43,183",56
22275,"1,11,50,165",83
66752,"23,134,169,204",42
47667,"2,24",47
72787,"1,12,54,76",66
52802,"2,75",45
60763,"2,75",56
21509,"5,9,47,63,230,231",41
52827,"5,58,185",36
28523,"0,18,42",55
5643,"1,2,5,23,35,58,86,208",36
17357,"6,39,175,201",50
6206,"0,10",20
52474,"2,5,75",40
44494,"6,43,241",71
5441,"6,39,241",172
9664,"1,50,54,249",67
47130,"0,8,46",53
40817,"5,58",53
5672,"0,95,188",48
63048,"0,80",36
73664,"0,1,7,11,12,77,97,110",23
7123,"1,29,220",43
44806,"5,89,230",58
75575,"1,2,9,13,23,35,47,191",44
70896,"0,20,120",64
40605,"1,3,5,6,35,227,232",57
20124,"0,46",46
16468,"1,9,47,55,231",51
27923,"1,9,25,45,47",91
72594,"0,65,188",46
13523,"0,33,52,153",105
22269,"9,23,134,169",28
12520,"1,11,15,62,131",75
71779,"43,121",48
52853,"1,2,5,13,63,96,249",63
76074,"1,17,54,96",51
24061,"1,21,62,172,249",48
31183,"0,3,23,169,173,177,207,214,228,234",39
820,"1,6,9,47,81,99,103,175,202",45
27409,"0,20,33",82
61563,"1,17,25,172",42
67224,"0,49,65",45
59380,"1,13,176,196",43
35896,"5,89",47
14650,"1,21,144",68
27475,"0,1,6,95,123,209",48
75725,"0,2,3,22,24,28",64
48192,"1,3,5,9,11,15,19,23,26,44,55,58,74,143,180,207,228",56
63387,"5,23,208",55
68318,"0,1,11,52,74,110",65
57717,"1,171",42
30400,"1,11,210",173
24143,"1,54,174,190,249",33
26941,"0,2,8",67
76430,"1,21,92,218",94
1251,"1,21,218",61
27483,"1,21,218",61
30694,"3,147",103
3466,"6,101",27
36093,"1,78,113",99
28195,"1,11,15,72,82,150",59
28286,"9,32,45,47",56
76233,"1,11,12,29,54,97,110",92
38251,"0,1,31,159",89
2357,"0,2,8,46,213",47
38356,"3,5,23,124",57
40068,"3,23,214",29
7214,"1,2,17",48
48698,"0,3,4,10,12,22",48
66686,"0,2,8,163",49
5310,"9,32,45,47,250",162
31203,"1,5,18,224",40
27040,"1,5,96,164",45
26939,"1,131",78
14554,"1,12,29,43,137,138,220",39
21543,"1,11,12,165,205",100
9684,"6,23,134,177",52
33152,"0,5,95,226",93
61468,"0,2,90",33
28699,"0,4,5,16,94",51
30745,"1,12,229",102
69504,"1,70,219",66
3676,"1,53",90
28325,"6,158",70
1922,"1,25,109",49
48824,"0,100,156",51
23728,"1,12,43,195",31
61498,"1,21,44,53",67
73089,"1,15,64,70",39
1559,"1,53,205",87
39695,"1,21,45,161",57
52411,"1,15,70",65
5546,"0,28,40,168",62
16064,"1,25,53",53
13143,"1,11,15",84
72751,"1,11,12,174",68
41308,"1,5,29,58,99,102,174",66
5127,"1,171",68
31542,"1,18,223",47
26462,"5,58,89",48
52534,"35,146",38
25296,"0,4,52",95
35575,"0,31,46,57",32
31318,"1,13,48,66,87",27
64385,"0,1,12,30,84,95",54
26853,"2,184",44
19903,"1,71",111
71890,"1,44,53,76,237",115
36567,"1,13,15,150",45
31805,"0,33,95,193",136
63690,"5,89,127",62
46805,"0,49,100",43
7259,"1,2,13,41",52
49992,"5,63,118,133",41
12068,"0,115",34
4353,"0,7,22,90",41
51544,"1,43,98,195",49
53218,"1,12,54",70
32278,"0,1,43,183,195",209
55138,"1,6,12,145,175",71
58446,"1,12,17,50,54",44
50779,"0,12,31,84,149,255",77
35164,"1,171",65
68896,"1,199",111
56667,"1,18,21,99,144",49
22014,"0,6,9,47,81,103,116",55
45262,"1,5,15,63,68,70,83,118,133",12
34860,"0,10,91,156",34
45495,"1,25,161",87
23807,"6,122,158",43
20796,"43,121,195,252",65
22352,"0,2,7,90",35
14730,"1,2,17,43,183,252",51
29660,"0,7,10,80",24
69936,"0,6,9,103,202",42
15446,"43,121,195,252",73
62051,"1,11,43,98",45
45020,"6,145,187",36
46453,"0,16,100,153,216",47
60865,"1,2,25,86,250",73
384,"0,2,7,91",53
64674,"1,6,11,15,25,45,180",68
68672,"1,165,205",93
8691,"1,5,9,63,96",36
67006,"1,109",52
67192,"1,78,113",87
64468,"1,11,12,54,144",63
1082,"1,165",83
6812,"1,21,78,83,113",89
5172,"1,6,9,44,117,123",68
2110,"0,4,91",43
29012,"0,40",50
54160,"1,2,26,41,86",42
13589,"6,39",72
56017,"0,139",50
42347,"9,55",57
14380,"0,18",32
35971,"1,17,25,30,37,62,206",59
26984,"6,39,93",56
54213,"0,4,8,240",56
69725,"1,11,50,110",41
67618,"0,1,2,8,9,13,23,24,26,35,55,73,91,180,208",47
27710,"3,147",47
44954,"3,19,106",45
9819,"9,155",36
21909,"0,2,40",47
63529,"6,23,93,204",64
5398,"1,44,123,167",63
41572,"5,6,103,167",64
26918,"1,86",46
20190,"0,1,82,189",49
12329,"1,5,172",20
25005,"0,1,2,7,12,27,60,217",59
67572,"1,92",140
3870,"3,6,12,95,201",72
49977,"1,92,218",109
17938,"1,2,86",50
50438,"1,78,199",86
43216,"1,25,62",39
47975,"1,21,205",99
14439,"0,30,97,132",45
29519,"3,19,43,195",168
68778,"1,161",62
17498,"5,75",45
63486,"0,126,189,193",33
26539,"0,10,48,253",57
61445,"1,12,54",97
67148,"1,11,43,92,98,183,196",57
64055,"0,2,4,14,179",79
39303,"1,11,15,110,138",92
56643,"0,5,58,94",50
35876,"1,2,12,242",54
458,"0,2,4,8,48",43
60590,"5,23,70,75",45
27442,"3,7,19,154",44
28196,"0,79,152",51
7531,"43,121",45
71058,"0,52",59
26749,"1,5,185",47
19039,"6,232",36
18797,"0,14,33,42,152",44
44851,"1,9,11,12,21,70",74
33878,"1,62,172,190,249",61
12485,"1,5,12,54,96",26
9388,"0,2,26,36,51,125",35
27465,"1,165",72
8209,"1,11,12,15,62,86,99",34
214,"1,76,205",100
70401,"2,43",59
5235,"1,17,21,29,66,131,220",74
69765,"1,21,37",67
55405,"1,25,53",85
58067,"3,19",29
71464,"0,20,33,65,120,188,212",65
57043,"9,45,47,231",58
54608,"0,49,156",57
33424,"0,2,8,57,213",39
34190,"2,6,39,101,194",49
17621,"1,171",44
54407,"0,2,23,134",64
76443,"28,221",65
50611,"28,247",82
55346,"1,2,5,184",44
27165,"0,22,38,129,135",48
5882,"1,11,43,108,137,195,252",23
40414,"43,121,129,195",37
46216,"0,1,2,5,184",40
72730,"1,199",116
5616,"0,107,126",55
68340,"3,236",48
9045,"1,29,62,99,220",46
61292,"0,10,18",37
65789,"5,6,9,117",16
21637,"0,2,8,36,38",49
48179,"6,43,195",125
54153,"0,107,120",59
62551,"0,5,58,80,185",50
3100,"0,94",58
36435,"1,11,12,108,178",140
60348,"0,20",42
21169,"0,7,48,217",79
40762,"0,30,40,69",64
40704,"0,3,126,135",91
67198,"1,7,13,15,70,209",58
53480,"0,7,91",31
34621,"1,11,229",92
21274,"0,23,51,84,134",48
31711,"0,14,31,88,149",59
11484,"6,232",55
39751,"1,11,50,245",101
50207,"3,6,28,34,162,168,186,247",34
60264,"0,148",91
65480,"1,5,58,62",70
71015,"1,5,58,62,86",38
60936,"0,4,80,100",38
16174,"1,3,11,19,200",49
17866,"5,68,89",59
5553,"1,5,54,138,157,206",27
48567,"1,12,18,21,37,97,174,192,218,223,224,237",31
46403,"0,189,193",48
23275,"1,5,6,32,39,68,96,123,178,180",71
75776,"1,5,64,164,178,227",54
34232,"5,12,102",45
33518,"28,182,221",74
12261,"3,19,106",60
36057,"1,35,64,165",31
5327,"0,2,4,24,69",50
18048,"1,11,64,165",90
61906,"0,18,60,136",40
21323,"1,21,76,210",101
35776,"1,11,12,54,98",119
12564,"0,128",42
14573,"1,13,45",76
55736,"1,11,12",57
30305,"1,15,161",74
65956,"1,92,119,196",53
42293,"6,151",80
35878,"1,13,45,82,190,206",50
18611,"1,210",75
72421,"0,67,107",56
47734,"0,67,107",39
40800,"0,56",132
7468,"1,37",81
50804,"0,1,97",39
13579,"0,166",47
43727,"43,121",38
21038,"0,20,56,107",64
20648,"5,58,185",24
14472,"1,13,17",45
70374,"0,2,27,142",49
37436,"0,30,65,132",64
59030,"6,122,145",106
30839,"5,68,89,133",55
37904,"1,11,15,229",129
31171,"0,18,111,222",22
21388,"0,4,7,80,140",48
36195,"0,14,20,30,33,56,105,107,189",43
31049,"0,10,136",44
68974,"6,23,204",46
33423,"0,31,149,255",101
45748,"43,121,195",47
66440,"1,82,190",60
7210,"1,229",62
72096,"1,37,50,174",110
43328,"0,125,163",59
67436,"0,10,136",28
39920,"0,2,22,28,38,51",57
63681,"1,6,39,178",47
1420,"0,107,120",71
2078,"0,152",73
14687,"6,9,47,198",69
62811,"1,161",82
10123,"1,86,119,196",50
57636,"5,157,185",44
20933,"0,2,73",29
27548,"0,60,67,97",41
31797,"1,78",97
49380,"1,21,144",98
5759,"1,17,50,96,144,237",80
52032,"1,6,12,92,97,239",109
70923,"1,21,37,83,157",72
68069,"1,70,96,150",49
10967,"1,44,53,210",88
59697,"0,6,39,52",101
36331,"9,32,55",38
52379,"3,19",47
20638,"3,106",38
33493,"1,6,11,12,170,201",77
14135,"0,16,51,125",51
35391,"1,18,224",65
6765,"1,11,12,54,72,76,110,239",93
10869,"1,171",48
1807,"9,35,191,198",58
1616,"1,44",34
35248,"0,2,8,30,61,84,176",40
72370,"1,15,35,64",55
15964,"6,39",58
14480,"1,199",82
63411,"1,199",83
72255,"0,235",14
70388,"0,3,22",34
41126,"1,3,11,135,200",73
72186,"0,1,2,8,13,26,41,61,119",50
52730,"0,2,51,69,125",50
35687,"1,54,74,99",69
12338,"0,33,56",167
11930,"0,2,3,27",54
53858,"0,6,10,12",25
23439,"1,2,13,15,26,27,83",57
51320,"1,161",43
43305,"0,2,125",91
1691,"2,184",51
48491,"0,7,10",31
45051,"6,9,23,47,103,202",37
13423,"1,2,3,17,19,27",28
31768,"1,2,12,13",50
46450,"1,15,21,99",68
58610,"1,11,15",42
3218,"1,11,15,25,64,83",107
74029,"0,3,22,106",48
75088,"0,2,27,154",39
18607,"1,5,21,37,99,102",48
12984,"0,94",49
17852,"6,145,158",74
42890,"0,193",134
62908,"1,37",88
52002,"0,12,65,153,189",268
44272,"0,130",90
70149,"1,11,43,137",81
33232,"1,190",10
17267,"1,97,108",59
62171,"0,12,60,135,217",91
31146,"0,2,8,179",73
7776,"0,1,2,4,8,179",53
49005,"2,9,32,47,231",57
54041,"0,1,2,4,26,92,179",51
26396,"2,61",36
49797,"5,55,58,75,89",38
51024,"0,65,139",31
60598,"1,37,174",75
45920,"1,11,108,110,190",66
24599,"1,11,108,110,190",33
54449,"43,225",53
37210,"0,79,126,176",41
56601,"1,6,9,13,47,103,117",60
40081,"0,20,56",153
57268,"1,11,165",79
39375,"1,172",43
40437,"1,15,70",59
21158,"3,34",40
62508,"1,2,15,74",35
33501,"2,9,27,32,202",42
50236,"0,22,95,98",57
7440,"0,12,20,33,111,212",61
40141,"5,68,118,133",31
16361,"5,75,127,185",30
43480,"1,223",46
38937,"1,87,242",35
51063,"28,168,221",74
40682,"28,182",39
67045,"1,171",53
65811,"0,189",86
9573,"1,5,99,127,224,254",22
61062,"5,68,102,118",43
4034,"0,87,129,135,137",66
15939,"0,4,7,12,77,80",52
72296,"2,36",72
45968,"0,31,56,88",105
7834,"1,50,144,229",51
37886,"0,18,49,222",45
4694,"1,171",37
24273,"1,6,15,44,167",67
57577,"2,184",46
72679,"0,81,159",158
4776,"0,1,13,77",69
69518,"6,151,175",38
33505,"0,6,31,116,159",63
29866,"1,11,12,54,110",80
76612,"1,50,74,83,249",33
18940,"1,5,6,9,39,55,96,104",14
49539,"0,1,12,52,110",271
22520,"0,20,120",94
47300,"1,11,110",112
13096,"0,33,56,189,222",74
70275,"1,37,174",65
36328,"1,2,3,6,9,12,54,55,141",65
58456,"0,31,84,159",28
60573,"2,6,23,39,81,134,187",68
32635,"1,78",94
69773,"43,121",60
17252,"5,68,102,127",55
13214,"1,5,58,62,245",40
72299,"1,21,71",89
75545,"0,52,189",69
5494,"1,2,27,86,92",15
46191,"0,3,38,236",40
55854,"0,3,38,236",53
405,"2,5,6,9,23,55,141,151,173,214",49
19714,"0,2,7,27,154",72
73491,"5,35,143,227",51
51294,"1,11,21,53,71,82,99",54
50421,"0,88,153,189",95
62447,"9,198",42
40727,"9,23,32,134,169",31
29447,"0,163",15
6407,"0,139",60
15949,"1,71",92
10685,"3,28,34,186",57
75996,"1,37,245",77
31872,"0,14,95,226",74
5816,"0,8,9,23,246",49
72810,"1,15,25,50,54",71
21936,"1,3,6,11,43,72,101,195,252",37
35846,"0,10,91,115,142",26
20855,"5,9,55",23
46853,"0,4,49,94,100,156",50
26247,"1,242",56
25074,"5,17,58,102",26
18268,"43,195,252",49
5612,"0,125,163",68
5955,"0,125,163",57
6995,"43,195",35
32575,"1,71,92,99,119",49
35930,"0,88,153",120
39422,"35,112",55
12475,"0,1,2,8,13,48,82,115",60
72006,"3,5,19,75",39
35323,"0,18",53
14659,"0,2,7,84",45
75482,"0,2,8,16,46",65
18870,"0,2,194",36
55404,"0,130",49
67067,"0,67,135",81
20930,"0,16,43,148,195",89
19778,"1,21,144",49
63547,"0,60,217",47
22563,"1,9,25,32,44,47,231",105
18464,"0,4,5,94",44
45059,"3,19",38
27430,"1,11,110",146
205,"1,242",50
72530,"1,171",14
71614,"0,2,28,40",48
60087,"0,1,129,140,242",73
40050,"3,238",60
56016,"0,193",74
38481,"0,2,27,129,154",19
15638,"9,47,63",45
16328,"6,39,170,175",42
73658,"1,11,165",93
31101,"6,103,151,241",106
37040,"1,25,124",34
68994,"1,18,99,174",70
50252,"0,1,5,10,97,226",13
53859,"1,12,50,108,129",39
6019,"0,4,7,60,97",53
819,"0,1,11,30",82
26851,"0,2,12,27,29,97",51
53,"0,14,120",60
53196,"5,75,104",31
50614,"5,58,102",37
40418,"1,21",50
27265,"1,25,172",84
34438,"1,12,18,25,37,83,109,192,224",19
34602,"1,83",47
33714,"1,11,12,15,219",99
44229,"6,39,117,145",144
45209,"6,170,175",122
37497,"0,2,7,27",40
4502,"0,7,12,60,90",52
51463,"1,2,27,86",61
39972,"1,70,96,150",34
23142,"1,18,224",57
45315,"0,1,4,99,163,212",59
71965,"1,5,9,15,63,70,178",60
26512,"6,9,93,103",54
8866,"0,1,2,8,13,48",72
56813,"5,118",63
16605,"6,39,187",76
34026,"3,6,9,117,198,201",66
27174,"0,33,107,189",55
27435,"6,39,201",80
76417,"6,170",75
53886,"0,5,91,102",50
11507,"1,37,174",112
56127,"5,102,118,127",58
69370,"3,23,200,214",41
10241,"43,121,137",56
8411,"1,119,250",59
7081,"1,119,250",64
52608,"2,24,41,61",48
29642,"0,2,4,7,90",45
34096,"6,9,93,101",67
15028,"1,2,21,119,179",74
60566,"1,13,29,66",66
50631,"1,11,21",65
63286,"1,25,53",83
45703,"1,66",52
73532,"0,8",27
17793,"0,84,95",59
45482,"1,11,15",217
69981,"0,48,60",45
53421,"0,4,7,52",55
38367,"2,23,24,214",39
46683,"1,2,25,27",51
16010,"2,184",40
31198,"43,137",70
23904,"1,37",68
1377,"1,18,224",86
21681,"0,31,255",43
23691,"0,57",29
16560,"1,25,44",76
33778,"0,16,30,65,125",49
47513,"1,12,21,83,110,205",46
29861,"1,21,29,76,82,144",65
38928,"1,13,76",61
39732,"1,18,224",77
33828,"1,18,224",75
48332,"5,63,89,127,197,254",40
59035,"1,12,21,50,62",68
68105,"1,21,25",93
22707,"1,13,82",44
7126,"1,11,242",72
69314,"6,9,47,103",36
8889,"1,2,13,23,27,41,86,92,119,190,208",51
46530,"3,9,198",79
13652,"1,92,119,196",64
14833,"1,18",67
23706,"1,12,21,29,62",101
7340,"2,5,68,75",40
31662,"0,6,116,176",68
29324,"0,7,129",48
7513,"0,235",22
76026,"5,23,89",41
27095,"0,2,27,77,90,154",21
74124,"1,5,9,32,47,63,96",19
12355,"1,2,5,23,25,180",46
38075,"1,12,21,29,58,99,131,157,164,174",44
38149,"0,1,2,7,12,15,31,74,149",45
28438,"0,16,125,128,163",47
41561,"6,187",16
61356,"0,1,29,66,212",43
50640,"1,11,21,50",82
54890,"0,33,212",79
32099,"5,58,70,157,164,254",36
72982,"1,12,37,83,99,171,192,220,223",22
10550,"0,77,95,189",75
17156,"23,160,234",42
25754,"0,2,27,31,57,60,154",69
33297,"0,120",66
58573,"1,82,87",63
38505,"1,2,86,109",41
52211,"1,15,23,76,207",57
39765,"1,5,37,70,83,96,144,219",40
8236,"0,1,84,95,129",59
13926,"0,10,136",46
40345,"0,1,19,29,97,183",78
39774,"1,11,72,82,150",29
18152,"1,11,15,72,82,150",54
76470,"1,82",61
35008,"1,82,150,190",48
58914,"0,18,42,152",89
51250,"2,6,9,47,101,112,142,179",39
10849,"1,29,66",73
4620,"1,86,192",43
62826,"1,17,37,206",69
60551,"0,1,7,8,31,159",69
1184,"1,82",48
55305,"0,136",29
13604,"0,26,40,46,51,194",30
64407,"6,170",51
39369,"0,1,235",12
11828,"0,18",57
48204,"1,196",55
33230,"0,107",49
41003,"1,13,17,161",51
28206,"43,195,225",38
31842,"1,174",78
33035,"0,8,60,154",52
59557,"0,12,52",90
20090,"0,30",105
34754,"0,30,69,125,163",42
49282,"3,200",64
54959,"5,230",53
47231,"1,15,199",155
14381,"1,2,15,23,35,41,86,191",58
1934,"0,1,12,52,110",50
30089,"6,117,215",90
51924,"23,208",38
9915,"1,15,119,243",44
21587,"3,19",45
65987,"0,105",206
31857,"0,4,10,60,140",53
9774,"1,21,144",85
20105,"1,15,37,83",48
64195,"0,14,42",47
14696,"5,75,89",44
8656,"0,97",29
70754,"1,78,199",122
89,"1,82",87
61622,"0,60",43
8895,"0,2,38",52
65713,"0,56,189",76
6324,"1,18,223,224",82
40052,"0,6,8,35,116",76
